2021 > Grade,Gender,Years at camp,Lead source,2021 > trip + section names (all),2021 > Enrolled sibling count,2021 > Is your child attending with a friend?,2021 ^Expectations,2021 ^Trip Length,2021 ^^Interested in Another Trip?,2021 ^^^^Leader Rating of Student,Changed Trip,rating,target
11th,Male,1,I'm a Moondance Alumni,Northern Lights 2,0.0,No,Met expectations,Just Right,Yes,6,1,6,0
6th,Male,3,Friend,Colorado Trail 1,0.0,Yes,Exceeded expectations,Just Right,Yes,5,0,6,1
10th,Female,2,Friend,The Olympics 3,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
10th,Female,2,Family,Kenya + Zanzibar 2,0.0,Yes,Met expectations,Just Right,Yes,4,0,5,0
9th,Male,2,Friend,Belize+Costa Rica 2,0.0,No,Did not meet expectations,Just Right,Not Sure,1,0,3,1
11th,Female,3,I'm a sibling of a Moondance Alumni,Northern Lights 2,0.0,No,Exceeded expectations,Just Right,Not Sure,6,0,6,1
8th,Male,2,Friend,Belize+Costa Rica 1B,0.0,Yes,Met expectations,Just Right,Not Sure,4,1,4,1
10th,Male,4,I'm a Moondance Alumni,Dolomites 1,0.0,No,Exceeded expectations,Just Right,Yes,5,0,6,1
9th,Female,2,Friend,Big Wild 3,0.0,No,Exceeded expectations,Just Right,Yes,5,0,6,1
8th,Female,3,Friend,British Columbia 2,0.0,Yes,Met expectations,Just Right,Yes,4,0,5,1
11th,Female,2,I'm a Moondance Alumni,Kenya + Zanzibar 3,0.0,Yes,Exceeded expectations,Just Right,Not Sure,5,0,5,0
10th,Male,1,Friend,Dolomites 1,0.0,Yes,Met expectations,Just Right,No,3,0,5,0
11th,Male,1,Friend,Chamonix Alps 3,0.0,No,Met expectations,Just Right,Yes,3,0,5,0
8th,Female,4,Friend,Belize+Costa Rica 1,0.0,Yes,Exceeded expectations,Just Right,Yes,6,1,5,1
10th,Female,2,Friend,Machu Picchu 3,0.0,No,Met expectations,Too Long,Not Sure,4,0,4,1
7th,Female,1,Friend,British Columbia 2,0.0,Yes,Met expectations,Just Right,Yes,4,0,5,0
7th,Male,2,Friend,British Columbia 2,0.0,No,Met expectations,Just Right,Yes,4,0,5,0
8th,Female,1,Word of Mouth,Maui 2,0.0,No,Met expectations,Just Right,Not Sure,5,0,5,0
10th,Male,3,Friend,Ecuador+Galapagos 2,0.0,No,Met expectations,Just Right,Not Sure,5,0,5,1
8th,Male,4,Friend,Maui 3,0.0,Yes,Met expectations,Just Right,Yes,5,0,5,1
12th,Male,2,Friend,Mystery Trip 1,0.0,No,Exceeded expectations,Just Right,No,5,1,5,0
10th,Female,2,Catalog,Ecuador+Galapagos 1,0.0,Yes,Met expectations,Just Right,Not Sure,4,0,4,0
12th,Female,1,Friend,Northern Lights 1,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,0
10th,Female,2,Friend,Dolomites 3,0.0,No,Exceeded expectations,Just Right,Not Sure,6,0,5,0
9th,Female,1,Friend,Belize+Costa Rica 3,0.0,Yes,Met expectations,Just Right,Yes,6,0,5,0
8th,Female,2,Friend,Belize+Costa Rica 1,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,5,0
8th,Male,1,Friend,Big Wild 2,0.0,Yes,Met expectations,Just Right,Yes,4,0,5,0
10th,Female,2,Friend,Yellowstone 1,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
8th,Male,3,I'm a Moondance Alumni,Canyonlands 2,0.0,Yes,Met expectations,Just Right,Yes,5,0,4,1
6th,Male,1,Friend,Colorado Trail 2,0.0,No,Met expectations,Just Right,Yes,4,0,5,0
7th,Female,3,Friend,Colorado Trail 3,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,5,1
10th,Female,1,Friend,Croatia 3,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,0
7th,Male,2,Word of Mouth,British Columbia 2,0.0,No,Met expectations,Just Right,Yes,4,0,5,0
8th,Female,3,Friend,Maui 1,0.0,No,Met expectations,Just Right,No,6,0,4,0
8th,Female,4,Family,Belize+Costa Rica 3,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,5,1
11th,Female,2,Competitor,Machu Picchu 1,0.0,No,Met expectations,Just Right,Not Sure,2,0,4,0
12th,Female,3,School Auction,Hawaiian Islands 1,1.0,No,Met expectations,Just Right,No,4,0,4,0
9th,Female,2,School Auction,Iceland 1,1.0,No,Exceeded expectations,Just Right,Yes,6,0,5,0
7th,Male,1,Friend,British Columbia 2,0.0,No,Met expectations,Just Right,Yes,4,0,5,0
7th,Female,1,Friend,California 2,0.0,Yes,Met expectations,Just Right,Yes,6,0,4,0
10th,Female,1,Word of Mouth,Hawaiian Islands 3,0.0,No,Exceeded expectations,Just Right,Yes,5,0,5,0
11th,Male,2,Friend,SLO 2,0.0,Yes,Exceeded expectations,Too Short,Yes,4,0,5,1
8th,Female,2,Friend,Maui 1,0.0,Yes,Met expectations,Just Right,Yes,6,0,6,1
9th,Male,4,Friend,Iceland 2,0.0,No,Exceeded expectations,Too Short,Yes,6,0,5,1
9th,Male,3,Word of Mouth,Dolomites 2,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,1
9th,Female,1,Friend,Midnight Sun 1,0.0,No,Met expectations,Just Right,Yes,6,0,5,0
7th,Female,2,Home Presentation,British Columbia 1,0.0,No,Met expectations,Too Short,Yes,6,0,5,1
9th,Male,1,Web Search,South Africa 2,0.0,No,Exceeded expectations,Too Short,Yes,6,1,4,0
11th,Female,2,Friend,Slovenia 3,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,0
10th,Female,3,Friend,Spain+Morocco 3,0.0,Yes,Exceeded expectations,Too Short,Yes,6,0,6,1
11th,Female,2,Word of Mouth,Kenya + Zanzibar 3,0.0,No,Exceeded expectations,Just Right,Not Sure,5,0,6,0
8th,Male,1,Friend,Maui 1,0.0,Yes,Exceeded expectations,Just Right,No,4,0,3,0
9th,Female,3,I'm a sibling of a Moondance Alumni,Belize+Costa Rica 3,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
8th,Female,4,Friend,Belize+Costa Rica 1,0.0,No,Met expectations,Just Right,Yes,6,1,4,1
8th,Female,1,Friend,Big Wild 2,0.0,Yes,Met expectations,Just Right,Yes,4,0,6,0
9th,Female,3,Social Media,Big Wild 3,0.0,Yes,Met expectations,Just Right,Yes,6,0,6,1
10th,Male,2,I'm a Moondance Alumni,Chamonix Alps 1,0.0,No,Met expectations,Just Right,Not Sure,6,0,5,0
11th,Female,3,Family,Chamonix 4,1.0,Yes,Exceeded expectations,Just Right,Not Sure,6,0,5,0
11th,Female,2,Friend,Chamonix 4,0.0,Yes,Exceeded expectations,Just Right,Not Sure,6,0,5,0
9th,Female,1,Friend,Belize+Costa Rica 1,0.0,No,Exceeded expectations,Just Right,Yes,5,0,6,0
9th,Female,4,Family,Maui 3,1.0,Yes,Exceeded expectations,Too Short,Yes,6,0,6,1
10th,Female,2,Friend,Machu Picchu 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,1
11th,Female,4,Family,Chamonix 4,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,1
8th,Female,1,I'm a Moondance Alumni,Belize+Costa Rica 1B,0.0,No,Met expectations,Just Right,Yes,1,0,4,0
9th,Female,1,Friend,Ecuador+Galapagos 3,0.0,No,Exceeded expectations,Just Right,No,4,0,5,0
10th,Female,3,Family,Hawaiian Islands 1,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,1
9th,Female,1,Social Media,MID3,0.0,No,Met expectations,Just Right,Yes,6,0,5,0
9th,Male,2,Family,Fiji 1,0.0,Yes,Exceeded expectations,Too Short,Yes,3,1,6,0
11th,Female,2,Friend,Chamonix Alps 2,0.0,No,Exceeded expectations,Just Right,Yes,5,0,6,0
11th,Female,1,Friend,Thailand 2,0.0,No,Met expectations,Just Right,Not Sure,6,0,6,0
8th,Male,3,Family,Big Wild 3,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,1
8th,Male,3,Friend,Maui 1,0.0,Yes,Exceeded expectations,Just Right,Yes,5,1,5,1
8th,Male,1,Friend,Iceland 3,0.0,Yes,Met expectations,Just Right,Yes,5,0,5,0
10th,Male,1,Friend,Yosemite 1,0.0,No,Met expectations,Too Long,Not Sure,5,0,5,0
8th,Female,3,Friend,Maui 1,0.0,Yes,Met expectations,Just Right,Not Sure,6,0,5,1
9th,Male,1,Friend,Ecuador+Galapagos 3,0.0,No,Met expectations,Just Right,Not Sure,6,0,5,0
10th,Female,2,Friend,Thailand 2,0.0,No,Met expectations,Just Right,Yes,6,1,4,1
9th,Female,2,Friend,FIJ 3,0.0,No,Did not meet expectations,Too Long,No,4,0,3,0
10th,Female,3,Friend,Fiji 1,0.0,No,Met expectations,Too Long,Yes,5,0,5,1
10th,Male,2,Friend,Slovenia 3,0.0,No,Met expectations,Just Right,Yes,5,1,4,0
10th,Female,6,I'm a Moondance Alumni,Slovenia 3,0.0,No,Exceeded expectations,Too Short,Yes,5,1,6,1
10th,Male,1,Friend,Yellowstone 1,0.0,No,Exceeded expectations,Too Short,Yes,3,0,6,0
10th,Female,2,Friend,Kilimanjaro 4,0.0,No,Met expectations,Too Short,Yes,5,1,6,1
9th,Female,2,Friend,Iceland 2,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
7th,Female,3,Friend,California 3,1.0,No,Met expectations,Just Right,Yes,6,0,4,1
9th,Female,2,Friend,Iceland 2,1.0,No,Met expectations,Just Right,Yes,6,0,5,1
10th,Female,1,Friend,Machu Picchu 2,0.0,No,Met expectations,Just Right,Yes,4,0,5,0
10th,Male,2,Friend,Machu Picchu 2,0.0,No,Met expectations,Just Right,Yes,2,0,5,1
9th,Female,1,Google Ad,Pacific Northwest 2,0.0,No,Met expectations,Just Right,Yes,5,0,6,0
7th,Male,3,Friend,Colorado Trail 2,0.0,Yes,Met expectations,Just Right,Yes,5,0,5,1
9th,Female,1,Friend,Canyonlands 2,0.0,Yes,Met expectations,Just Right,Not Sure,5,0,5,0
7th,Female,2,Family,British Columbia 3,0.0,Yes,Met expectations,Just Right,Yes,6,1,5,1
10th,Female,2,I'm a Moondance Alumni,South Africa 2,0.0,No,Met expectations,Just Right,Yes,6,0,6,1
7th,Female,1,Friend,California 2,0.0,No,Met expectations,Just Right,Yes,6,0,5,0
10th,Male,3,Family,Ecuador+Galapagos 3,0.0,No,Met expectations,Just Right,Yes,4,0,5,1
9th,Male,1,Family,Ecuador+Galapagos 2,0.0,No,Met expectations,Just Right,Not Sure,5,0,4,0
10th,Male,6,Friend,Slovenia 1,0.0,Yes,Met expectations,Just Right,Yes,6,0,6,1
8th,Female,3,Competitor,Belize+Costa Rica 1,0.0,Yes,Exceeded expectations,Too Short,Yes,6,0,6,0
12th,Male,1,Word of Mouth,Kilimanjaro 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,0
9th,Female,1,Friend,South Africa 2,0.0,No,Met expectations,Just Right,Yes,5,0,5,0
10th,Female,3,Word of Mouth,Dolomites 3,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,1
11th,Female,2,Word of Mouth,Machu Picchu 2,1.0,Yes,Met expectations,Just Right,Yes,5,0,5,0
11th,Male,2,Word of Mouth,Machu Picchu 2,1.0,Yes,Met expectations,Just Right,Yes,6,0,5,0
8th,Female,3,Friend,British Columbia 1,1.0,No,Met expectations,Too Short,Yes,5,1,5,1
10th,Female,2,Friend,Fiji 2,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,0
7th,Male,2,Friend,British Columbia 1,0.0,Yes,Met expectations,Just Right,Yes,2,0,4,1
8th,Female,3,Friend,Iceland 1,1.0,Yes,Exceeded expectations,Just Right,Yes,5,1,4,1
9th,Female,3,I'm a Moondance Alumni,Croatia 3,1.0,No,Met expectations,Just Right,Yes,4,0,5,1
11th,Male,4,I'm a Moondance Alumni,Chamonix 4,1.0,No,Met expectations,Just Right,No,1,0,5,0
10th,Female,6,Friend,Kenya + Zanzibar 3,1.0,Yes,Met expectations,Just Right,Yes,5,1,4,1
12th,Female,4,Friend,Mystery Trip 1,1.0,No,Exceeded expectations,Just Right,Yes,6,1,6,0
10th,Male,3,I'm a sibling of a Moondance Alumni,Dolomites 1,0.0,No,Exceeded expectations,Too Short,Yes,6,0,6,1
11th,Female,2,Friend,The Olympics 3,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
6th,Male,1,Friend,Colorado Trail 1,0.0,No,Met expectations,Too Long,No,4,0,3,0
9th,Female,3,Friend,Fiji 2,1.0,No,Met expectations,Too Short,Yes,5,0,5,1
11th,Male,1,Friend,Kenya + Zanzibar 2,1.0,No,Exceeded expectations,Just Right,Yes,6,0,6,0
9th,Female,3,Friend,Dolomites 2,0.0,No,Exceeded expectations,Too Short,Yes,5,1,6,1
10th,Female,3,Advertisement,Spain + Morocco 2,0.0,Yes,Met expectations,Just Right,Yes,5,0,5,1
8th,Female,4,Friend,British Columbia 1,0.0,Yes,Met expectations,Just Right,Yes,6,1,6,1
10th,Female,3,Word of Mouth,Hawaiian Islands 3,0.0,No,Met expectations,Just Right,Yes,5,0,6,1
8th,Female,3,Friend,Belize+Costa Rica 3,0.0,No,Met expectations,Too Long,Not Sure,6,0,4,1
8th,Female,2,I'm a sibling of a Moondance Alumni,Maui 2,0.0,No,Met expectations,Too Short,Yes,4,0,4,0
8th,Female,3,Family,Iceland 1,0.0,Yes,Met expectations,Just Right,Yes,6,0,5,1
9th,Male,3,Word of Mouth,Ecuador+Galapagos 1,0.0,Yes,Met expectations,Too Short,Not Sure,5,0,4,1
10th,Male,1,Family,Chamonix 4,0.0,No,Met expectations,Just Right,No,3,1,4,0
12th,Male,4,Word of Mouth,Norway 2,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,0
10th,Female,2,Friend,Spain+Morocco 3,0.0,Yes,Exceeded expectations,Just Right,Not Sure,5,0,5,0
9th,Male,2,Friend,Midnight Sun 1,1.0,Yes,Met expectations,Too Long,Not Sure,4,0,4,1
11th,Female,3,Friend,Kenya + Zanzibar 1,0.0,Yes,Exceeded expectations,Just Right,No,6,1,5,1
9th,Female,2,Friend,Pacific Northwest 1,1.0,Yes,Met expectations,Just Right,Yes,6,1,6,1
9th,Male,2,Friend,Midnight Sun 1,1.0,Yes,Met expectations,Too Long,Not Sure,6,0,4,1
9th,Female,2,Friend,Big Wild 2,1.0,Yes,Exceeded expectations,Just Right,Yes,4,0,6,1
11th,Male,1,Friend,Yosemite 2,0.0,No,Met expectations,Just Right,Yes,2,0,4,0
9th,Female,1,Friend,South Africa 1,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,0
10th,Female,1,Friend,Kenya + Zanzibar 3,0.0,No,Met expectations,Just Right,Yes,6,0,5,0
8th,Female,2,Friend,Big Wild 3,0.0,Yes,Met expectations,Just Right,Yes,5,0,5,1
8th,Female,3,Friend,Maui 3,0.0,No,Met expectations,Too Short,Yes,6,0,5,1
8th,Female,4,I'm a Moondance Alumni,Belize+Costa Rica 1,0.0,Yes,Met expectations,Just Right,Yes,3,0,5,1
11th,Female,2,Friend,Slovenia 3,0.0,No,Met expectations,Just Right,No,6,1,5,0
12th,Male,2,I'm a sibling of a Moondance Alumni,Kenya + Zanzibar 3,0.0,Yes,Met expectations,Just Right,Yes,4,0,6,0
8th,Male,2,Family,Big Wild 2,0.0,Yes,Exceeded expectations,Just Right,Yes,6,0,6,1
10th,Male,1,Friend,FIJ 3,0.0,No,Met expectations,Too Long,No,5,0,5,0
9th,Male,3,Friend,South Africa 2,0.0,No,Met expectations,Just Right,Not Sure,3,0,5,1
10th,Male,1,Friend,Dolomites 2,0.0,No,Met expectations,Just Right,No,4,0,4,0
9th,Male,1,Friend,Dolomites 2,0.0,Yes,Met expectations,Just Right,Yes,6,1,5,0
9th,Female,3,Home Presentation,Ecuador+Galapagos 1,1.0,Yes,Met expectations,Just Right,Not Sure,5,0,4,0
8th,Male,2,Home Presentation,Maui 1,1.0,No,Met expectations,Just Right,Not Sure,6,0,4,0
9th,Female,1,Friend,Ecuador+Galapagos 2,0.0,No,Exceeded expectations,Just Right,Not Sure,4,0,5,0
9th,Male,3,Friend,Spain+Morocco 3,0.0,Yes,Exceeded expectations,Just Right,Yes,5,0,6,1
11th,Female,2,Friend,SLO 2,0.0,Yes,Met expectations,Just Right,No,5,0,6,0
10th,Female,3,Friend,Croatia 1,1.0,Yes,Met expectations,Just Right,Yes,6,0,5,1
8th,Male,3,Friend,Iceland 3,1.0,Yes,Met expectations,Just Right,Yes,5,0,5,1
10th,Male,1,Friend,Yosemite 1,0.0,No,Met expectations,Just Right,Not Sure,3,0,5,0
11th,Male,1,Friend,Hawaiian Islands 1,0.0,No,Exceeded expectations,Too Short,Not Sure,4,0,6,0
7th,Male,1,Family,California 1,0.0,No,Exceeded expectations,Just Right,Yes,6,0,5,0
9th,Female,3,Friend,South Africa 2,0.0,No,Exceeded expectations,Just Right,Yes,6,0,6,1
11th,Female,2,Word of Mouth,Kilimanjaro 2,1.0,No,Met expectations,Just Right,Yes,6,0,5,0
8th,Female,3,Word of Mouth,Iceland 1,1.0,No,Exceeded expectations,Just Right,Yes,6,1,5,1
9th,Female,2,Friend,Big Wild 2,0.0,Yes,Met expectations,Just Right,Not Sure,2,0,4,1
10th,Male,2,Family,Spain+Morocco 3,0.0,No,Met expectations,Just Right,Not Sure,5,0,6,0
10th,Female,4,Friend,SLO 2,0.0,No,Met expectations,Just Right,Yes,6,0,5,1
10th,Female,1,Friend,Kenya + Zanzibar 2,0.0,No,Met expectations,Just Right,Not Sure,6,0,5,0
10th,Male,1,Friend,Hawaiian Islands 1,0.0,No,Met expectations,Just Right,Yes,6,0,5,0
9th,Male,2,Friend,Big Wild 2,0.0,No,Met expectations,Just Right,Not Sure,5,0,6,1
9th,Male,2,Friend,FIJ 3,0.0,Yes,Met expectations,Just Right,Not Sure,5,1,6,0
10th,Female,1,Family,Hawaiian Islands 1,0.0,No,Met expectations,Just Right,Not Sure,6,0,4,0
10th,Female,3,Friend,Croatia 1,1.0,Yes,Met expectations,Just Right,Yes,5,0,6,1
8th,Male,1,Friend,British Columbia 1,1.0,No,Met expectations,Too Short,Yes,5,0,6,0
9th,Male,1,Advertisement,Big Wild 2,0.0,No,Met expectations,Just Right,Not Sure,2,0,5,0
10th,Male,5,I'm a Moondance Alumni,Thailand 1,0.0,Yes,Met expectations,Just Right,Not Sure,3,0,5,1
8th,Male,3,Friend,Pacific Northwest 2,1.0,Yes,Exceeded expectations,Just Right,Yes,5,0,6,1
11th,Female,2,Friend,Chamonix Alps 3,1.0,No,Met expectations,Just Right,Yes,4,0,5,1
10th,Female,4,Friend,Ecuador+Galapagos 2,0.0,Yes,Met expectations,Just Right,Yes,5,0,5,1
10th,Female,2,Friend,Northern Lights 1,0.0,No,Exceeded expectations,Just Right,Not Sure,5,1,5,1
10th,Male,1,Web Search,Hawaiian Islands 2,0.0,No,Did not meet expectations,Just Right,No,3,0,4,0
9th,Female,2,Friend,Spain + Morocco 1,0.0,Yes,Exceeded expectations,Just Right,Yes,4,1,6,1
11th,Female,1,Friend,Norway 1,0.0,No,Met expectations,Just Right,Not Sure,5,0,5,0
7th,Male,3,Web Search,British Columbia 2,0.0,No,Met expectations,Just Right,Yes,4,0,5,1
11th,Female,2,Family,Chamonix Alps 2,0.0,No,Exceeded expectations,Just Right,Not Sure,3,0,6,0
8th,Male,3,Family,Belize+Costa Rica 1,0.0,Yes,Met expectations,Just Right,Yes,6,0,6,1
11th,Female,1,Friend,Slovenia 1,0.0,No,Met expectations,Just Right,Yes,4,0,4,0
8th,Female,3,Friend,British Columbia 2,0.0,No,Exceeded expectations,Just Right,Yes,6,1,5,1
10th,Female,2,Friend,Chamonix Alps 2,0.0,No,Exceeded expectations,Just Right,Yes,3,0,5,0
8th,Female,2,Friend,Pacific Northwest 1,0.0,Yes,Met expectations,Just Right,Not Sure,5,0,5,1
10th,Female,1,Friend,Hawaiian Islands 3,0.0,No,Met expectations,Just Right,Not Sure,4,0,5,0
10th,Female,1,Friend,Kenya + Zanzibar 2,0.0,Yes,Met expectations,Just Right,Not Sure,5,0,5,0
